Student_ID,Date,Subject,Topic,Study_Duration_Min,Difficulty_1_5,Study_Method,Initial_Score,Revision_Count,Days_Since_Study,Later_Score,Focus_Level_1_5,Retention_Score,Retention_Risk
S09907,2026-06-14,C,Pointers,88,3,Reading,57.1,1,3,53.7,5,94.1,Low
S07247,2026-08-19,Deep Learning,Backpropagation,59,5,Practice,73.8,1,2,66.3,4,89.9,Medium
S08582,2026-05-17,Deep Learning,CNN,43,3,Practice,72.4,1,3,65.0,2,89.8,Medium
S06851,2026-06-06,IoT,Architecture,73,2,Mixed,71.2,2,14,60.0,1,84.2,Medium
S03901,2026-01-25,DBMS,Indexes,16,3,Practice,71.5,1,3,66.6,3,93.2,Low
S03839,2026-07-18,Python,Lists,54,5,Reading,61.2,3,5,57.8,2,94.4,Low
S03003,2026-06-27,DBMS,ER Model,38,3,Video,62.7,1,10,55.8,3,89.0,Medium
S03915,2026-07-21,C,Structures,15,2,Mixed,64.4,0,3,56.4,2,87.5,Medium
S09421,2026-06-14,Deep Learning,Backpropagation,52,4,Video,72.1,0,3,57.7,3,80.0,Medium
S05490,2026-03-28,C,Arrays,54,4,Reading,63.1,2,3,60.4,2,95.8,Low
S04559,2026-07-21,C,Pointers,61,5,Mixed,49.5,3,14,43.3,4,87.5,Medium
S06722,2026-08-23,Python,Lists,50,1,Practice,82.4,0,5,79.3,3,96.2,Low
S05596,2026-07-28,Deep Learning,Backpropagation,48,5,Mixed,51.3,3,21,40.4,2,78.9,Medium
S09775,2026-06-26,IoT,MQTT,15,3,Mixed,61.7,3,1,64.1,1,100.0,Low
S05232,2026-06-01,Agile,Development,66,2,Video,71.3,2,1,74.5,3,100.0,Low
S05779,2026-07-07,DBMS,SQL,25,4,Mixed,55.4,1,2,48.3,4,87.2,Medium
S01246,2026-04-15,IoT,Actuators,75,2,Practice,85.8,1,5,81.8,4,95.3,Low
S08495,2026-08-21,Agile,Requirements,67,1,Reading,85.0,1,7,74.5,2,87.6,Medium
S01215,2026-07-08,DBMS,Indexes,49,2,Practice,76.2,1,1,80.3,3,100.0,Low
S02400,2026-06-13,IoT,MQTT,39,2,Reading,63.6,3,14,61.9,4,97.2,Low
S08456,2026-07-13,C,Structures,39,4,Practice,67.1,1,3,60.8,3,90.6,Low
S08313,2026-03-19,IoT,MQTT,15,4,Practice,62.2,1,3,56.5,3,90.9,Low
S07102,2026-03-14,DBMS,SQL,33,3,Practice,85.6,1,2,82.5,2,96.3,Low
S09789,2026-04-04,Python,Variables,68,5,Practice,72.5,1,21,48.1,3,66.3,High
S07175,2026-05-23,Deep Learning,Neural Networks,27,4,Practice,92.7,0,1,85.8,3,92.5,Low
S07240,2026-08-28,Python,Lists,65,5,Mixed,55.5,1,14,32.6,3,58.8,High
S00613,2026-05-10,Agile,Development,47,4,Reading,61.2,4,14,56.2,2,91.9,Low
S09972,2026-01-15,C,Strings,42,2,Reading,77.1,1,10,72.1,4,93.5,Low
S03662,2026-01-22,Python,Functions,83,1,Reading,75.3,0,3,78.5,3,100.0,Low
S03102,2026-02-03,Python,Dictionaries,64,1,Mixed,80.6,3,3,83.5,3,100.0,Low
S04267,2026-06-17,DBMS,Transactions,53,5,Mixed,76.0,1,10,62.3,4,82.0,Medium
S00486,2026-07-08,Deep Learning,CNN,43,3,Reading,60.4,0,7,49.4,3,81.8,Medium
S00365,2026-05-06,Deep Learning,Neural Networks,56,5,Practice,70.0,0,3,54.6,2,77.9,Medium
S01384,2026-02-08,DBMS,Normalization,37,4,Mixed,64.4,0,2,56.9,3,88.3,Medium
S03670,2026-05-10,DBMS,ER Model,39,4,Reading,58.4,1,2,50.5,3,86.5,Medium
S09023,2026-08-07,Deep Learning,Backpropagation,88,1,Video,82.0,2,7,80.6,5,98.3,Low
S03064,2026-07-22,Python,Dictionaries,31,1,Practice,77.8,0,7,72.0,2,92.5,Low
S01645,2026-02-10,Deep Learning,Regularization,56,1,Video,85.1,2,1,84.4,3,99.3,Low
S04822,2026-01-02,Deep Learning,RNN,58,4,Practice,70.4,1,5,60.9,4,86.5,Medium
S01519,2026-06-01,Python,Lists,59,1,Reading,84.1,0,14,70.5,3,83.8,Medium
S03830,2026-01-10,C,Strings,17,3,Flashcards,66.2,0,7,52.0,3,78.5,Medium
S04025,2026-04-25,Agile,Retrospective,39,5,Video,58.1,1,1,47.2,3,81.3,Medium
S08368,2026-03-27,Python,Dictionaries,43,5,Video,72.6,2,1,69.7,3,96.0,Low
S05600,2026-01-07,DBMS,SQL,85,1,Flashcards,90.2,2,3,93.8,3,100.0,Low
S06691,2026-06-06,IoT,MQTT,16,2,Mixed,56.9,2,7,58.0,2,100.0,Low
S04807,2026-04-04,DBMS,SQL,59,5,Mixed,78.2,1,3,70.0,4,89.5,Medium
S09416,2026-05-01,DBMS,Transactions,60,3,Video,68.5,1,7,61.4,2,89.7,Medium
S08464,2026-07-30,DBMS,ER Model,74,3,Mixed,61.8,0,5,55.1,3,89.1,Medium
S08333,2026-02-04,C,Pointers,34,1,Mixed,93.1,3,5,97.1,3,100.0,Low
S05760,2026-07-05,Deep Learning,CNN,44,3,Practice,78.1,1,5,71.6,2,91.7,Low
S02161,2026-08-12,DBMS,Indexes,56,1,Practice,62.6,0,3,52.4,4,83.7,Medium
S02674,2026-06-20,C,Pointers,27,4,Video,50.7,1,7,40.1,3,79.0,Medium
S03034,2026-03-09,Deep Learning,Backpropagation,15,3,Practice,51.8,0,10,36.8,3,71.0,High
S05826,2026-01-01,Python,Dictionaries,26,3,Practice,64.9,1,7,63.9,4,98.5,Low
S02864,2026-02-18,Agile,Planning,40,5,Reading,43.8,3,21,33.7,4,76.8,Medium
S09721,2026-06-04,Deep Learning,Regularization,15,5,Practice,54.1,3,2,55.4,3,100.0,Low
S08172,2026-08-08,DBMS,ER Model,75,1,Flashcards,92.8,0,5,90.9,4,97.9,Low
S09092,2026-01-15,Python,Variables,59,2,Reading,78.7,2,14,74.1,3,94.2,Low
S07958,2026-02-06,Python,Loops,45,2,Reading,83.2,0,10,72.0,4,86.6,Medium
S09788,2026-03-09,Python,Variables,36,4,Mixed,67.3,2,3,64.1,4,95.3,Low
S00502,2026-07-27,C,Functions,53,3,Practice,73.1,0,10,58.8,4,80.4,Medium
S03313,2026-08-07,IoT,MQTT,50,5,Video,60.3,1,2,52.9,3,87.8,Medium
S03647,2026-03-30,C,Structures,66,1,Practice,89.8,3,2,93.8,4,100.0,Low
S06765,2026-03-28,DBMS,ER Model,25,4,Video,49.1,1,3,43.7,4,88.9,Medium
S01317,2026-05-10,IoT,Protocols,25,4,Video,70.0,2,2,71.2,3,100.0,Low
S02147,2026-02-27,IoT,Actuators,43,4,Flashcards,60.3,3,1,67.3,3,100.0,Low
S04540,2026-01-08,C,Strings,55,4,Practice,80.8,4,2,89.7,3,100.0,Low
S04768,2026-03-27,Deep Learning,Neural Networks,94,5,Flashcards,54.1,1,7,42.7,3,78.9,Medium
S07365,2026-08-18,C,Functions,28,5,Reading,51.7,0,5,44.0,4,85.2,Medium
S05317,2026-01-13,C,Arrays,68,1,Practice,78.7,1,5,78.8,4,100.0,Low
S09397,2026-08-04,Deep Learning,CNN,47,1,Practice,75.0,0,3,77.8,1,100.0,Low
S04355,2026-08-26,Agile,Development,33,5,Reading,47.0,1,2,42.6,2,90.7,Low
S04417,2026-08-12,Deep Learning,Backpropagation,48,4,Video,47.4,1,5,41.8,3,88.2,Medium
S09723,2026-04-13,Python,Variables,50,2,Flashcards,80.9,0,3,76.1,3,94.1,Low
S02582,2026-06-02,Python,Functions,38,4,Practice,86.3,1,7,85.1,5,98.6,Low
S08743,2026-05-11,Python,Functions,69,3,Practice,71.5,0,21,51.0,3,71.4,High
S02586,2026-07-08,C,Structures,56,1,Reading,81.1,4,1,93.1,2,100.0,Low
S00471,2026-02-27,C,Functions,38,3,Practice,75.1,2,3,73.2,3,97.5,Low
S02177,2026-08-27,Deep Learning,Neural Networks,76,1,Flashcards,84.2,3,7,87.6,3,100.0,Low
S00375,2026-02-05,C,Functions,68,1,Mixed,89.9,0,3,89.7,2,99.8,Low
S05445,2026-02-19,C,Strings,63,2,Video,68.3,0,21,43.1,2,63.0,High
S01749,2026-03-20,Deep Learning,RNN,52,4,Practice,72.6,2,5,70.4,5,97.0,Low
S04051,2026-07-01,Deep Learning,CNN,15,4,Reading,53.0,4,3,60.8,4,100.0,Low
S06547,2026-03-06,Deep Learning,Backpropagation,53,5,Video,66.2,3,1,69.1,3,100.0,Low
S08403,2026-07-28,Agile,Testing,40,4,Practice,77.3,1,1,82.2,4,100.0,Low
S03145,2026-06-19,Deep Learning,Neural Networks,60,2,Practice,96.4,2,5,99.0,4,100.0,Low
S02490,2026-01-17,Deep Learning,RNN,30,2,Practice,71.7,1,2,65.0,3,90.6,Low
S09671,2026-03-22,Python,Variables,42,1,Reading,81.9,3,3,94.1,2,100.0,Low
S03678,2026-06-01,DBMS,Indexes,66,2,Practice,79.2,1,2,77.3,3,97.6,Low
S09815,2026-03-12,C,Functions,50,1,Reading,77.7,1,2,79.4,4,100.0,Low
S02432,2026-06-19,DBMS,Transactions,55,5,Flashcards,65.7,1,10,41.9,3,63.8,High
S04324,2026-07-28,Agile,Planning,31,4,Mixed,67.3,0,1,62.6,5,93.0,Low
S01783,2026-04-07,Python,Functions,46,2,Practice,55.1,2,21,39.4,3,71.6,High
S04824,2026-07-21,Agile,Testing,32,3,Video,77.3,2,21,62.6,2,81.0,Medium
S09604,2026-04-04,IoT,Actuators,54,3,Reading,87.6,0,3,80.2,4,91.6,Low
S05321,2026-06-19,Python,Loops,52,1,Reading,85.2,0,5,81.0,4,95.0,Low
S08092,2026-06-12,IoT,Protocols,15,2,Practice,63.7,3,2,69.5,2,100.0,Low
S07050,2026-07-23,Python,Variables,66,1,Reading,98.0,1,7,92.0,3,93.9,Low
S03622,2026-07-07,C,Functions,66,2,Practice,74.5,0,1,72.7,4,97.5,Low
S05919,2026-08-27,DBMS,Indexes,52,4,Practice,86.5,4,10,88.1,4,100.0,Low
S01495,2026-06-19,Deep Learning,RNN,45,3,Video,88.5,3,10,83.9,4,94.8,Low
S03521,2026-02-17,Deep Learning,Neural Networks,48,1,Reading,73.0,0,2,69.4,4,95.1,Low
S08193,2026-05-19,C,Functions,38,3,Mixed,64.5,2,3,69.9,3,100.0,Low
S06776,2026-08-27,C,Arrays,54,4,Reading,59.4,0,7,48.1,3,80.9,Medium
S07239,2026-02-12,Python,Functions,42,2,Reading,74.1,2,7,71.2,3,96.1,Low
S03533,2026-05-07,C,Strings,78,2,Mixed,70.2,2,10,61.3,2,87.3,Medium
S00478,2026-08-09,Agile,Requirements,68,3,Mixed,60.7,2,21,43.4,3,71.6,High
S01954,2026-08-17,Agile,Retrospective,20,5,Mixed,46.5,2,1,52.1,4,100.0,Low
S04143,2026-05-06,IoT,Actuators,30,2,Mixed,65.0,1,3,66.4,3,100.0,Low
S03661,2026-04-08,C,Structures,29,4,Reading,54.2,1,1,55.8,4,100.0,Low
S07349,2026-05-08,Deep Learning,RNN,70,4,Practice,73.9,2,7,66.8,2,90.4,Low
S09277,2026-08-18,Agile,Testing,34,2,Mixed,71.2,0,10,59.1,3,83.0,Medium
S07693,2026-08-05,Agile,Testing,65,2,Reading,84.9,2,5,90.5,3,100.0,Low
S08793,2026-08-05,Deep Learning,CNN,17,3,Mixed,55.5,1,1,53.9,3,97.0,Low
S03469,2026-05-08,Agile,Testing,41,3,Mixed,67.7,1,1,75.6,3,100.0,Low
S07831,2026-01-10,C,Pointers,36,4,Practice,77.6,1,2,71.4,4,91.9,Low
S06523,2026-08-05,DBMS,ER Model,17,4,Practice,52.4,1,3,53.5,3,100.0,Low
S03825,2026-08-13,IoT,Sensors,37,5,Flashcards,60.0,2,3,57.1,5,95.2,Low
S04022,2026-03-14,DBMS,Indexes,31,3,Reading,78.2,1,2,83.5,4,100.0,Low
S02978,2026-06-26,IoT,Protocols,23,5,Practice,69.9,1,1,62.5,4,89.4,Medium
S03657,2026-04-26,IoT,Actuators,62,1,Practice,74.6,0,7,65.3,3,87.6,Medium
S09252,2026-08-27,Deep Learning,Neural Networks,40,5,Practice,61.3,2,10,54.0,4,88.1,Medium
S08950,2026-03-16,Python,Lists,39,2,Reading,77.3,3,14,70.6,4,91.4,Low
S00537,2026-02-13,Deep Learning,Backpropagation,23,3,Mixed,64.0,1,2,61.9,3,96.7,Low
S09746,2026-02-23,IoT,MQTT,59,1,Practice,89.4,0,14,76.6,3,85.6,Medium
S05423,2026-06-16,Python,Variables,36,1,Flashcards,70.5,3,5,74.0,1,100.0,Low
S04132,2026-05-28,Python,Lists,22,4,Practice,75.0,3,2,78.8,4,100.0,Low
S08947,2026-08-28,Python,Lists,39,4,Mixed,62.7,0,3,57.9,2,92.4,Low
S00923,2026-01-19,Deep Learning,Regularization,51,2,Flashcards,62.0,2,5,58.7,3,94.6,Low
S04259,2026-04-07,Deep Learning,Backpropagation,43,5,Mixed,64.2,1,14,48.7,4,75.8,Medium
S07726,2026-08-28,Agile,Development,27,2,Practice,61.5,0,7,50.8,3,82.6,Medium
S00073,2026-06-26,DBMS,Indexes,47,3,Practice,80.5,3,10,77.8,5,96.7,Low
S08293,2026-02-05,Python,Dictionaries,65,3,Practice,98.0,1,2,94.8,5,96.7,Low
S02056,2026-02-27,Agile,Testing,62,4,Reading,64.1,0,5,55.2,4,86.0,Medium
S01301,2026-05-02,DBMS,SQL,34,2,Reading,80.2,1,7,67.4,4,84.0,Medium
S07078,2026-03-01,Deep Learning,Backpropagation,47,2,Reading,70.4,0,10,63.6,4,90.3,Low
S08213,2026-08-11,Python,Variables,24,3,Practice,63.8,1,5,60.3,4,94.5,Low
S03334,2026-06-16,DBMS,Transactions,43,3,Mixed,76.1,2,3,76.7,4,100.0,Low
S04933,2026-05-29,DBMS,ER Model,37,5,Video,55.9,0,1,47.4,3,84.8,Medium
S02030,2026-02-24,Agile,Requirements,71,5,Reading,70.4,2,7,65.5,2,93.0,Low
S04820,2026-01-24,IoT,Actuators,62,3,Mixed,91.7,0,10,76.5,4,83.4,Medium
S00953,2026-05-06,DBMS,ER Model,27,5,Mixed,44.8,0,14,20.5,1,45.8,High
S06073,2026-01-23,C,Strings,42,4,Reading,58.6,2,10,54.5,5,93.0,Low
S05681,2026-05-11,Python,Functions,58,4,Practice,72.5,2,14,59.3,3,81.8,Medium
S04139,2026-05-26,IoT,Actuators,18,3,Mixed,77.2,0,2,71.6,3,92.8,Low
S03225,2026-02-13,Agile,Retrospective,28,4,Mixed,70.3,2,3,73.5,3,100.0,Low
S00173,2026-07-05,DBMS,SQL,24,2,Practice,91.0,2,5,85.2,1,93.6,Low
S03875,2026-05-28,Deep Learning,Backpropagation,68,3,Video,73.9,1,1,73.2,2,99.1,Low
S02761,2026-01-04,Agile,Testing,37,2,Reading,78.9,0,7,74.5,5,94.4,Low
S06753,2026-04-14,Deep Learning,Regularization,34,4,Mixed,71.2,1,7,60.2,4,84.5,Medium
S04027,2026-06-18,Agile,Planning,82,3,Practice,84.1,1,2,81.7,4,97.1,Low
S05912,2026-07-14,Python,Dictionaries,24,4,Video,60.6,3,14,56.7,4,93.7,Low
S00720,2026-07-03,C,Strings,47,4,Reading,69.9,1,14,58.8,3,84.1,Medium
S09361,2026-06-13,DBMS,Transactions,45,1,Mixed,90.5,2,7,93.7,5,100.0,Low
S03576,2026-06-15,DBMS,Indexes,25,3,Practice,76.7,0,2,77.3,5,100.0,Low
S09677,2026-03-03,IoT,Protocols,23,1,Mixed,77.0,2,7,72.3,3,93.8,Low
S01033,2026-04-26,C,Pointers,48,3,Practice,64.3,1,3,57.9,2,90.0,Low
S07585,2026-02-07,Python,Loops,59,3,Reading,66.5,3,3,73.6,2,100.0,Low
S01037,2026-03-13,IoT,Actuators,53,1,Mixed,68.2,2,2,80.3,3,100.0,Low
S03426,2026-05-13,IoT,Protocols,70,1,Mixed,98.0,1,2,98.5,4,100.0,Low
S07294,2026-04-08,DBMS,Transactions,71,2,Practice,75.0,1,5,71.9,2,95.9,Low
S02143,2026-03-05,C,Arrays,21,5,Practice,59.1,2,2,60.7,3,100.0,Low
S03085,2026-06-19,DBMS,Transactions,51,4,Video,64.9,1,3,53.8,2,83.0,Medium
S00803,2026-03-28,Deep Learning,Backpropagation,15,5,Flashcards,50.9,3,2,53.9,4,100.0,Low
S08347,2026-05-22,IoT,Sensors,75,3,Reading,85.0,0,10,68.7,3,80.8,Medium
S04881,2026-04-03,Deep Learning,Neural Networks,75,3,Flashcards,87.0,0,14,70.9,3,81.5,Medium
S08248,2026-05-19,Deep Learning,Regularization,37,1,Reading,55.9,1,14,45.4,3,81.2,Medium
S06175,2026-06-16,IoT,Protocols,60,2,Reading,89.9,2,14,85.1,2,94.7,Low
S04474,2026-03-09,Deep Learning,RNN,40,2,Flashcards,51.4,0,1,49.2,2,95.7,Low
S01133,2026-08-27,IoT,Sensors,71,1,Practice,91.9,2,1,99.0,3,100.0,Low
S02982,2026-03-18,DBMS,Indexes,28,2,Flashcards,77.2,1,5,73.8,5,95.6,Low
S09058,2026-08-18,C,Arrays,63,4,Practice,56.5,0,5,52.5,3,92.9,Low
S02314,2026-07-29,Deep Learning,Regularization,33,3,Video,65.8,3,7,70.6,3,100.0,Low
S09106,2026-08-25,IoT,Sensors,47,5,Reading,42.0,3,2,36.5,1,87.0,Medium
S09439,2026-02-17,Agile,Planning,56,2,Mixed,93.7,1,7,94.8,4,100.0,Low
S09259,2026-08-01,Deep Learning,Regularization,61,5,Mixed,76.2,2,10,76.9,4,100.0,Low
S03273,2026-05-01,Agile,Requirements,36,3,Video,56.7,0,5,46.7,1,82.2,Medium
S05380,2026-07-15,C,Strings,31,2,Video,77.3,0,3,69.0,5,89.3,Medium
S03140,2026-07-19,Python,Dictionaries,15,4,Mixed,63.7,0,14,46.6,3,73.2,High
S04106,2026-05-03,Agile,Retrospective,51,2,Mixed,89.0,4,5,98.1,2,100.0,Low
S00840,2026-01-23,Python,Dictionaries,27,5,Reading,50.8,1,1,47.1,4,92.7,Low
S09918,2026-04-12,DBMS,Normalization,16,5,Practice,67.9,1,3,62.7,4,92.4,Low
S05534,2026-07-16,DBMS,ER Model,60,1,Flashcards,87.3,4,14,94.3,5,100.0,Low
S05865,2026-06-07,Agile,Testing,47,2,Reading,61.4,1,2,63.2,2,100.0,Low
S01701,2026-07-14,Deep Learning,RNN,58,5,Practice,69.7,1,1,62.8,4,90.1,Low
S03281,2026-05-11,Deep Learning,Neural Networks,32,4,Video,51.5,1,5,45.7,3,88.9,Medium
S05730,2026-07-19,Deep Learning,Neural Networks,53,2,Flashcards,66.4,2,1,77.6,3,100.0,Low
S02426,2026-02-19,DBMS,ER Model,26,5,Reading,56.1,0,14,37.7,4,67.1,High
S06258,2026-05-21,Python,Dictionaries,38,2,Video,91.2,3,2,98.4,5,100.0,Low
S03360,2026-04-03,IoT,Sensors,38,3,Practice,84.1,1,10,78.7,4,93.6,Low
S07257,2026-06-02,C,Functions,41,2,Reading,53.8,0,7,52.8,4,98.2,Low
S08815,2026-02-03,Agile,Planning,46,1,Mixed,77.4,1,14,66.6,4,86.0,Medium
S03298,2026-05-15,Agile,Development,66,2,Practice,89.0,2,1,89.1,4,100.0,Low
S02110,2026-03-23,DBMS,SQL,83,2,Practice,92.3,2,5,96.0,5,100.0,Low
S03349,2026-02-08,IoT,Architecture,15,4,Reading,66.8,0,10,47.4,4,70.9,High
S08707,2026-01-11,Agile,Retrospective,20,3,Reading,59.5,0,5,48.3,3,81.3,Medium
S04777,2026-06-21,Python,Functions,79,2,Mixed,87.8,1,3,81.6,4,92.9,Low
S08919,2026-03-06,IoT,Protocols,31,1,Practice,97.3,3,5,99.0,3,100.0,Low
S03949,2026-07-31,Python,Loops,74,2,Mixed,74.5,3,5,81.1,4,100.0,Low
S05529,2026-08-03,C,Arrays,33,5,Reading,51.6,3,2,50.4,2,97.7,Low
S05851,2026-06-12,C,Arrays,20,5,Reading,61.1,1,2,53.3,4,87.3,Medium
S07089,2026-02-28,Agile,Testing,77,4,Practice,74.0,0,10,57.0,3,77.1,Medium
S05031,2026-02-23,C,Arrays,63,4,Practice,78.0,1,7,70.0,2,89.8,Medium
S07827,2026-03-13,Agile,Retrospective,65,4,Mixed,83.5,1,3,82.3,2,98.5,Low
S06132,2026-01-29,C,Pointers,77,5,Mixed,54.6,2,2,53.3,4,97.6,Low
S07426,2026-06-28,C,Structures,42,1,Reading,73.2,1,7,65.5,3,89.5,Medium
S03467,2026-02-14,DBMS,Transactions,39,1,Mixed,92.9,0,10,79.7,3,85.8,Medium
S02722,2026-07-05,Deep Learning,Neural Networks,68,5,Video,56.7,1,3,54.3,5,95.7,Low
S07501,2026-02-28,Deep Learning,CNN,71,2,Mixed,83.3,2,7,81.6,3,97.9,Low
S03628,2026-04-21,Python,Functions,52,2,Practice,71.5,1,3,72.6,4,100.0,Low
S07696,2026-05-22,IoT,Actuators,49,1,Reading,84.4,0,7,77.0,2,91.2,Low
S08225,2026-03-08,Deep Learning,RNN,50,3,Practice,90.5,0,7,78.4,2,86.7,Medium
S04574,2026-06-07,Python,Lists,19,2,Mixed,74.3,2,3,77.3,3,100.0,Low
S05949,2026-06-30,C,Arrays,52,2,Mixed,82.7,0,21,57.2,4,69.1,High
S01128,2026-07-11,C,Functions,52,1,Video,79.2,1,3,75.8,2,95.7,Low
S03282,2026-08-08,Agile,Requirements,15,5,Video,58.9,3,3,52.9,4,89.9,Medium
S06278,2026-04-16,Agile,Testing,55,3,Practice,55.7,0,7,44.8,1,80.4,Medium
S06447,2026-07-01,IoT,Actuators,46,1,Video,62.9,2,10,53.7,2,85.4,Medium
S02447,2026-07-17,Python,Variables,52,3,Flashcards,80.5,2,7,71.3,4,88.6,Medium
S04790,2026-05-22,Deep Learning,Regularization,51,4,Reading,59.4,1,2,57.4,2,96.6,Low
S04887,2026-06-17,Deep Learning,CNN,37,5,Reading,60.1,1,1,55.5,4,92.5,Low
S00143,2026-05-13,Deep Learning,Regularization,52,4,Video,49.5,1,10,36.5,3,73.8,High
S05402,2026-07-14,DBMS,Transactions,18,3,Practice,87.0,3,3,89.4,3,100.0,Low
S05836,2026-04-09,DBMS,ER Model,35,5,Mixed,61.5,4,7,63.4,2,100.0,Low
S00209,2026-03-12,IoT,Protocols,37,5,Video,44.2,2,7,33.0,3,74.7,High
S09452,2026-08-17,DBMS,SQL,34,1,Flashcards,90.0,0,5,84.3,2,93.7,Low
S05724,2026-05-26,Deep Learning,Backpropagation,33,1,Flashcards,80.4,2,10,78.8,3,98.0,Low
S00380,2026-04-04,Python,Loops,39,5,Flashcards,59.7,2,2,54.5,4,91.3,Low
S05888,2026-03-08,IoT,Protocols,30,3,Practice,49.3,2,5,51.4,3,100.0,Low
S08171,2026-04-12,C,Pointers,46,2,Practice,97.6,0,2,95.1,4,97.4,Low
S06515,2026-01-16,C,Structures,37,2,Practice,90.6,2,5,90.2,2,99.5,Low
S01470,2026-05-30,Agile,Planning,43,4,Practice,72.1,1,2,68.6,5,95.2,Low
S05707,2026-05-02,IoT,Actuators,32,3,Practice,60.9,0,5,54.5,4,89.5,Medium
S03451,2026-03-22,C,Strings,48,2,Mixed,79.8,1,10,66.7,3,83.6,Medium
S09866,2026-05-25,Python,Loops,17,4,Reading,72.9,0,5,66.1,4,90.7,Low
S03160,2026-02-17,DBMS,Transactions,41,5,Reading,73.4,2,5,68.6,5,93.4,Low
S03434,2026-06-23,Deep Learning,RNN,40,2,Practice,80.7,1,3,76.2,3,94.5,Low
S00962,2026-03-05,C,Arrays,59,1,Practice,72.4,2,2,72.6,3,100.0,Low
S06140,2026-08-21,Deep Learning,CNN,81,3,Mixed,85.2,1,21,69.6,3,81.7,Medium
S02501,2026-06-21,Python,Dictionaries,38,5,Flashcards,81.8,1,3,75.1,4,91.9,Low
S00895,2026-03-13,IoT,Architecture,42,5,Mixed,64.7,2,5,65.8,5,100.0,Low
S07832,2026-08-20,Deep Learning,Regularization,56,3,Practice,78.6,2,21,64.5,3,82.0,Medium
S05725,2026-04-08,DBMS,ER Model,22,4,Practice,57.8,2,1,58.7,2,100.0,Low
S07642,2026-02-18,DBMS,SQL,54,2,Practice,75.8,0,5,67.3,4,88.8,Medium
S03300,2026-04-01,C,Strings,71,3,Video,72.6,1,2,71.4,3,98.5,Low
S02073,2026-05-29,DBMS,Indexes,41,1,Mixed,79.0,2,2,85.4,3,100.0,Low
S06907,2026-06-08,C,Strings,44,5,Reading,53.5,2,2,49.7,3,92.9,Low
S02660,2026-06-11,DBMS,SQL,61,1,Mixed,96.5,1,7,95.0,4,98.5,Low
S03802,2026-01-28,C,Pointers,53,4,Practice,49.6,2,14,39.2,3,79.1,Medium
S01851,2026-01-10,Deep Learning,Regularization,57,3,Flashcards,70.6,1,1,75.3,3,100.0,Low
S00247,2026-05-17,Python,Functions,32,5,Practice,64.2,1,5,57.8,4,90.0,Low
S09573,2026-07-02,DBMS,Indexes,47,2,Mixed,83.9,4,5,93.6,4,100.0,Low
S03583,2026-03-04,Deep Learning,Backpropagation,44,1,Practice,82.4,2,3,83.8,2,100.0,Low
S09216,2026-08-18,Deep Learning,Regularization,73,1,Mixed,94.7,4,2,99.0,4,100.0,Low
S02358,2026-01-30,Python,Functions,15,5,Mixed,42.6,3,3,46.7,2,100.0,Low
S00571,2026-01-18,Agile,Requirements,35,2,Reading,77.4,0,21,58.3,2,75.3,Medium
S01170,2026-08-14,Python,Loops,61,2,Mixed,88.7,1,1,90.4,3,100.0,Low
S07721,2026-03-02,Python,Lists,71,4,Practice,78.9,0,2,69.1,3,87.6,Medium
S09684,2026-05-26,Python,Lists,66,3,Practice,77.7,0,10,74.6,1,96.0,Low
S04602,2026-01-24,DBMS,ER Model,34,5,Reading,55.1,2,1,51.7,5,93.7,Low
S04498,2026-05-02,C,Strings,54,1,Mixed,98.0,0,14,81.7,2,83.4,Medium
S06114,2026-02-19,Deep Learning,RNN,29,4,Mixed,56.4,1,3,50.2,5,89.0,Medium
S04018,2026-01-08,IoT,Actuators,23,3,Video,62.9,3,7,59.1,4,94.0,Low
S05319,2026-01-25,IoT,MQTT,48,5,Mixed,73.7,1,1,70.3,5,95.3,Low
S06002,2026-03-13,Agile,Requirements,34,5,Reading,53.0,4,7,53.9,3,100.0,Low
S02594,2026-03-22,Deep Learning,Neural Networks,28,3,Mixed,68.8,2,3,64.3,3,93.5,Low
S03002,2026-07-08,IoT,Protocols,71,2,Mixed,72.8,1,3,72.7,4,99.9,Low
S05249,2026-08-12,C,Strings,46,1,Reading,91.4,2,10,89.2,3,97.6,Low
S08494,2026-08-13,C,Arrays,49,5,Practice,63.0,2,5,60.3,4,95.8,Low
S00245,2026-06-27,IoT,Architecture,39,3,Practice,83.8,0,10,75.7,4,90.3,Low
S04733,2026-04-07,Deep Learning,Regularization,43,4,Mixed,63.1,2,10,59.6,4,94.4,Low
S07303,2026-08-20,DBMS,Normalization,55,2,Mixed,72.3,0,1,63.9,3,88.5,Medium
S07015,2026-02-08,Agile,Testing,42,3,Mixed,72.3,3,7,69.3,2,95.9,Low
S05274,2026-07-08,Python,Loops,24,4,Reading,78.7,1,5,77.4,5,98.3,Low
S06281,2026-04-14,Agile,Testing,37,3,Video,68.0,2,2,72.5,3,100.0,Low
S06749,2026-01-21,Agile,Development,68,2,Reading,64.9,2,5,72.7,3,100.0,Low
S02735,2026-02-12,Deep Learning,RNN,18,3,Reading,59.4,1,2,56.4,4,94.9,Low
S09656,2026-07-18,Agile,Retrospective,23,5,Reading,65.3,4,5,70.9,4,100.0,Low
S03529,2026-05-04,Deep Learning,Backpropagation,45,4,Flashcards,61.3,0,10,47.9,2,78.1,Medium
